         230092493 function calls (224420069 primitive calls) in 272.603 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2549    0.010    0.000    0.034    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:1265(_iset_single)
      9/8    0.001    0.000    0.034    0.004 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\algorithms.py:610(factorize)
    13212    0.012    0.000    0.034    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:1643(__len__)
     1559    0.005    0.000    0.034    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:6418(_reduce)
       11    0.000    0.000    0.034    0.003 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\resample.py:1743(_downsample)
    15667    0.015    0.000    0.034    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_ufunc_config.py:456(__exit__)
     4047    0.017    0.000    0.033    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:240(_validate_numeric_only)
      516    0.001    0.000    0.033    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:2517(__call__)
       72    0.000    0.000    0.033    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:227(__call__)
1355/1313    0.008    0.000    0.033    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:851(_unstale_viewLim)
    83865    0.033    0.000    0.033    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\_config\__init__.py:42(warn_copy_on_write)
     4990    0.019    0.000    0.033    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\base.py:836(__iter__)
    72575    0.033    0.000    0.033    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\common.py:152(cast_scalar_indexer)
   125827    0.032    0.000    0.032    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
     5562    0.012    0.000    0.032    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:277(to_rgba)
      337    0.004    0.000    0.032    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:800(get_patch_transform)
      516    0.001    0.000    0.032    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:2487(_call_as_normal)
     5533    0.011    0.000    0.032    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:3122(duplicated)
    20115    0.026    0.000    0.032    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:3760(_assert_can_do_setop)
    17925    0.032    0.000    0.032    0.000 {method 'clear' of 'dict' objects}
     1239    0.005    0.000    0.031    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:467(update_position)
       36    0.001    0.000    0.031    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:396(_plot_args)
        8    0.000    0.000    0.031    0.004 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\groupby\grouper.py:689(codes)
        6    0.000    0.000    0.031    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\groupby\grouper.py:777(_codes_and_uniques)
     2850    0.009    0.000    0.031    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:2320(_preprocess_slice_or_indexer)
      516    0.003    0.000    0.031    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:2593(_vectorize_call)
     2800    0.007    0.000    0.031    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:6324(_maybe_downcast_for_indexing)
      525    0.017    0.000    0.031    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\tools\datetimes.py:149(should_cache)
    17/10    0.000    0.000    0.031    0.003 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
     2883    0.015    0.000    0.031    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1972(rotate)
        2    0.000    0.000    0.031    0.015 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1480(make_axes_gridspec)
      505    0.002    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\element.py:2422(__init__)
     4047    0.013    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:172(_validate)
    40272    0.017    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\datetimelike.py:99(freq)
    18297    0.018    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1040(needs_i8_conversion)
1327/1309    0.002    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:865(viewLim)
    12143    0.018    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:6137(_align_for_op)
     1488    0.002    0.000    0.030    0.000 {method 'sum' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.030    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:761(_set_scale)
    32605    0.017    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1399(_get_dtype)
      519    0.005    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\cursor.py:496(_merge_cursor_description)
    11658    0.011    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:4585(_ensure_valid_index)
    14864    0.023    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\__init__.py:572(pushTag)
      527    0.001    0.000    0.030    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\concurrent\futures\_base.py:199(as_completed)
        2    0.000    0.000    0.029    0.015 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\groupby\ops.py:687(codes)
       20    0.000    0.000    0.029    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
    20274    0.021    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\inference.py:195(is_array_like)
    28308    0.015    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:2177(_grouping_func)
     1483    0.010    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:179(__init__)
     7466    0.010    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:303(helper)
     5032    0.016    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\element.py:824(<genexpr>)
    10370    0.005    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:2776(_is_multi)
     2520    0.004    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:6415(_is_comparable_dtype)
    41889    0.029    0.000    0.029    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
    11387    0.028    0.000    0.028    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:292(make_block_same_class)
        8    0.024    0.003    0.028    0.004 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\algorithms.py:548(factorize_array)
    12950    0.019    0.000    0.028    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1769(__init__)
     1052    0.002    0.000    0.028    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2356(getter)
     15/9    0.000    0.000    0.028    0.003 <frozen importlib._bootstrap>:911(_load_unlocked)
     1488    0.001    0.000    0.028    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:50(_sum)
     4441    0.006    0.000    0.028    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:65(_stale_figure_callback)
    76470    0.028    0.000    0.028    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_dtype.py:24(_kind_name)
      280    0.001    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:3360(_union)
      113    0.001    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\threading.py:953(start)
    13826    0.014    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:609(_dtype_to_subclass)
      608    0.002    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1316(set_fontproperties)
     7530    0.006    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:249(external_values)
    28644    0.027    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:2562(_axes_are_unique)
    20870    0.013    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\builder\_htmlparser.py:178(handle_data)
     7052    0.018    0.000    0.027    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5295(_validate_fill_value)
     2093    0.021    0.000    0.026    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
      624    0.001    0.000    0.026    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1215(update)
     13/9    0.000    0.000    0.026    0.003 <frozen importlib._bootstrap_external>:1020(exec_module)
     4536    0.004    0.000    0.026    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:4027(_iter_column_arrays)
    93535    0.026    0.000    0.026    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
        3    0.000    0.000    0.026    0.009 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\ewm.py:505(mean)
  1504/29    0.220    0.000    0.026    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:248(_prepare_font)
        4    0.000    0.000    0.026    0.006 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\base.py:196(where)
     2230    0.014    0.000    0.026    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_asarray.py:27(require)
       20    0.000    0.000    0.026    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:452(__init__)
        1    0.005    0.005    0.026    0.026 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\concat.py:94(concatenate_managers)
      276    0.002    0.000    0.025    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:920(__call__)
      642    0.004    0.000    0.025    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\threading.py:327(wait)
       20    0.000    0.000    0.025    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:573(set_useMathText)
     4382    0.017    0.000    0.025    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_api\__init__.py:65(check_isinstance)
      291    0.000    0.000    0.025    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\algorithms.py:307(unique)
  540/519    0.001    0.000    0.025    0.000 <frozen importlib._bootstrap>:1349(_find_and_load)
      516    0.014    0.000    0.025    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:334(_from_ordinalf)
      515    0.008    0.000    0.025    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\default.py:1294(_init_compiled)
      291    0.010    0.000    0.025    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\algorithms.py:427(unique_with_mask)
  517/145    0.055    0.000    0.025    0.000 {method 'rollback' of 'psycopg2.extensions.connection' objects}
      291    0.001    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\tseries\frequencies.py:336(_get_annual_rule)
     8641    0.018    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:572(condition)
     3752    0.004    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3190(min)
       36    0.000    0.000    0.024    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2362(add_line)
      291    0.017    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:125(f)
     3540    0.004    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:268(convert_xunits)
      291    0.004    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\tseries\frequencies.py:289(ydiffs)
      333    0.000    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1035(get_path)
     1540    0.010    0.000    0.024    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:1586(get_font)
       36    0.000    0.000    0.023    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\legend_handler.py:103(legend_artist)
    55484    0.023    0.000    0.023    0.000 {method 'group' of 're.Match' objects}
       36    0.000    0.000    0.023    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:7918(_dispatch_frame_op)
